key,path,subject,expr,emotion,label
KL.HA3.160.tiff,dataset\jaffe\KL.HA3.160.tiff,KL,HA,happy,3
KL.NE1.155.tiff,dataset\jaffe\KL.NE1.155.tiff,KL,NE,neutral,4
KL.NE2.156.tiff,dataset\jaffe\KL.NE2.156.tiff,KL,NE,neutral,4
KL.NE3.157.tiff,dataset\jaffe\KL.NE3.157.tiff,KL,NE,neutral,4
KL.SA1.161.tiff,dataset\jaffe\KL.SA1.161.tiff,KL,SA,sad,5
KL.SA2.162.tiff,dataset\jaffe\KL.SA2.162.tiff,KL,SA,sad,5
KL.SA3.163.tiff,dataset\jaffe\KL.SA3.163.tiff,KL,SA,sad,5
KL.SU1.164.tiff,dataset\jaffe\KL.SU1.164.tiff,KL,SU,surprise,6
KL.SU2.165.tiff,dataset\jaffe\KL.SU2.165.tiff,KL,SU,surprise,6
KL.SU3.166.tiff,dataset\jaffe\KL.SU3.166.tiff,KL,SU,surprise,6
KM.AN1.17.tiff,dataset\jaffe\KM.AN1.17.tiff,KM,AN,angry,0
KM.AN2.18.tiff,dataset\jaffe\KM.AN2.18.tiff,KM,AN,angry,0
KM.AN3.19.tiff,dataset\jaffe\KM.AN3.19.tiff,KM,AN,angry,0
KM.DI1.20.tiff,dataset\jaffe\KM.DI1.20.tiff,KM,DI,disgust,1
KM.DI3.22.tiff,dataset\jaffe\KM.DI3.22.tiff,KM,DI,disgust,1
KM.FE1.23.tiff,dataset\jaffe\KM.FE1.23.tiff,KM,FE,fear,2
KM.FE2.24.tiff,dataset\jaffe\KM.FE2.24.tiff,KM,FE,fear,2
KM.FE3.25.tiff,dataset\jaffe\KM.FE3.25.tiff,KM,FE,fear,2
KM.HA1.4.tiff,dataset\jaffe\KM.HA1.4.tiff,KM,HA,happy,3
KM.HA2.5.tiff,dataset\jaffe\KM.HA2.5.tiff,KM,HA,happy,3
KM.HA3.6.tiff,dataset\jaffe\KM.HA3.6.tiff,KM,HA,happy,3
KM.HA4.7.tiff,dataset\jaffe\KM.HA4.7.tiff,KM,HA,happy,3
KM.NE1.1.tiff,dataset\jaffe\KM.NE1.1.tiff,KM,NE,neutral,4
KM.NE2.2.tiff,dataset\jaffe\KM.NE2.2.tiff,KM,NE,neutral,4
KM.NE3.3.tiff,dataset\jaffe\KM.NE3.3.tiff,KM,NE,neutral,4
KM.SA1.9.tiff,dataset\jaffe\KM.SA1.9.tiff,KM,SA,sad,5
KM.SA2.10.tiff,dataset\jaffe\KM.SA2.10.tiff,KM,SA,sad,5
KM.SA3.11.tiff,dataset\jaffe\KM.SA3.11.tiff,KM,SA,sad,5
KM.SA5.13.tiff,dataset\jaffe\KM.SA5.13.tiff,KM,SA,sad,5
KM.SU1.14.tiff,dataset\jaffe\KM.SU1.14.tiff,KM,SU,surprise,6
KM.SU2.15.tiff,dataset\jaffe\KM.SU2.15.tiff,KM,SU,surprise,6
KM.SU3.16.tiff,dataset\jaffe\KM.SU3.16.tiff,KM,SU,surprise,6
KR.AN1.83.tiff,dataset\jaffe\KR.AN1.83.tiff,KR,AN,angry,0
KR.AN2.84.tiff,dataset\jaffe\KR.AN2.84.tiff,KR,AN,angry,0
KR.AN3.85.tiff,dataset\jaffe\KR.AN3.85.tiff,KR,AN,angry,0
KR.DI1.86.tiff,dataset\jaffe\KR.DI1.86.tiff,KR,DI,disgust,1
KR.DI2.87.tiff,dataset\jaffe\KR.DI2.87.tiff,KR,DI,disgust,1
KR.DI3.88.tiff,dataset\jaffe\KR.DI3.88.tiff,KR,DI,disgust,1
KR.FE1.89.tiff,dataset\jaffe\KR.FE1.89.tiff,KR,FE,fear,2
KR.FE2.90.tiff,dataset\jaffe\KR.FE2.90.tiff,KR,FE,fear,2
KR.FE3.91.tiff,dataset\jaffe\KR.FE3.91.tiff,KR,FE,fear,2
KR.HA1.74.tiff,dataset\jaffe\KR.HA1.74.tiff,KR,HA,happy,3
KR.HA2.75.tiff,dataset\jaffe\KR.HA2.75.tiff,KR,HA,happy,3
KR.NE1.71.tiff,dataset\jaffe\KR.NE1.71.tiff,KR,NE,neutral,4
KR.NE2.72.tiff,dataset\jaffe\KR.NE2.72.tiff,KR,NE,neutral,4
KR.NE3.73.tiff,dataset\jaffe\KR.NE3.73.tiff,KR,NE,neutral,4
KR.SA1.77.tiff,dataset\jaffe\KR.SA1.77.tiff,KR,SA,sad,5
KR.SA2.78.tiff,dataset\jaffe\KR.SA2.78.tiff,KR,SA,sad,5
KR.SA3.79.tiff,dataset\jaffe\KR.SA3.79.tiff,KR,SA,sad,5
KR.SU1.80.tiff,dataset\jaffe\KR.SU1.80.tiff,KR,SU,surprise,6
KR.SU2.81.tiff,dataset\jaffe\KR.SU2.81.tiff,KR,SU,surprise,6
KR.SU3.82.tiff,dataset\jaffe\KR.SU3.82.tiff,KR,SU,surprise,6
MK.AN1.125.tiff,dataset\jaffe\MK.AN1.125.tiff,MK,AN,angry,0
MK.AN2.126.tiff,dataset\jaffe\MK.AN2.126.tiff,MK,AN,angry,0
MK.AN3.127.tiff,dataset\jaffe\MK.AN3.127.tiff,MK,AN,angry,0
MK.DI1.128.tiff,dataset\jaffe\MK.DI1.128.tiff,MK,DI,disgust,1
MK.DI2.129.tiff,dataset\jaffe\MK.DI2.129.tiff,MK,DI,disgust,1
MK.DI3.130.tiff,dataset\jaffe\MK.DI3.130.tiff,MK,DI,disgust,1
MK.FE1.131.tiff,dataset\jaffe\MK.FE1.131.tiff,MK,FE,fear,2
MK.FE2.132.tiff,dataset\jaffe\MK.FE2.132.tiff,MK,FE,fear,2
MK.FE3.133.tiff,dataset\jaffe\MK.FE3.133.tiff,MK,FE,fear,2
MK.HA1.116.tiff,dataset\jaffe\MK.HA1.116.tiff,MK,HA,happy,3
MK.HA2.117.tiff,dataset\jaffe\MK.HA2.117.tiff,MK,HA,happy,3
MK.HA3.118.tiff,dataset\jaffe\MK.HA3.118.tiff,MK,HA,happy,3
MK.NE1.113.tiff,dataset\jaffe\MK.NE1.113.tiff,MK,NE,neutral,4
MK.NE2.114.tiff,dataset\jaffe\MK.NE2.114.tiff,MK,NE,neutral,4
MK.NE3.115.tiff,dataset\jaffe\MK.NE3.115.tiff,MK,NE,neutral,4
MK.SA1.119.tiff,dataset\jaffe\MK.SA1.119.tiff,MK,SA,sad,5
MK.SA2.120.tiff,dataset\jaffe\MK.SA2.120.tiff,MK,SA,sad,5
MK.SA3.121.tiff,dataset\jaffe\MK.SA3.121.tiff,MK,SA,sad,5
MK.SU1.122.tiff,dataset\jaffe\MK.SU1.122.tiff,MK,SU,surprise,6
MK.SU2.123.tiff,dataset\jaffe\MK.SU2.123.tiff,MK,SU,surprise,6
MK.SU3.124.tiff,dataset\jaffe\MK.SU3.124.tiff,MK,SU,surprise,6
NA.AN1.211.tiff,dataset\jaffe\NA.AN1.211.tiff,NA,AN,angry,0
NA.AN2.212.tiff,dataset\jaffe\NA.AN2.212.tiff,NA,AN,angry,0
NA.AN3.213.tiff,dataset\jaffe\NA.AN3.213.tiff,NA,AN,angry,0
NA.DI1.214.tiff,dataset\jaffe\NA.DI1.214.tiff,NA,DI,disgust,1
NA.DI2.215.tiff,dataset\jaffe\NA.DI2.215.tiff,NA,DI,disgust,1
NA.DI3.216.tiff,dataset\jaffe\NA.DI3.216.tiff,NA,DI,disgust,1
NA.FE1.217.tiff,dataset\jaffe\NA.FE1.217.tiff,NA,FE,fear,2
NA.FE2.218.tiff,dataset\jaffe\NA.FE2.218.tiff,NA,FE,fear,2
NA.FE3.219.tiff,dataset\jaffe\NA.FE3.219.tiff,NA,FE,fear,2
NA.HA1.202.tiff,dataset\jaffe\NA.HA1.202.tiff,NA,HA,happy,3
NA.HA2.203.tiff,dataset\jaffe\NA.HA2.203.tiff,NA,HA,happy,3
NA.HA3.204.tiff,dataset\jaffe\NA.HA3.204.tiff,NA,HA,happy,3
NA.NE1.199.tiff,dataset\jaffe\NA.NE1.199.tiff,NA,NE,neutral,4
NA.NE2.200.tiff,dataset\jaffe\NA.NE2.200.tiff,NA,NE,neutral,4
NA.NE3.201.tiff,dataset\jaffe\NA.NE3.201.tiff,NA,NE,neutral,4
NA.SA1.205.tiff,dataset\jaffe\NA.SA1.205.tiff,NA,SA,sad,5
NA.SA2.206.tiff,dataset\jaffe\NA.SA2.206.tiff,NA,SA,sad,5
NA.SA3.207.tiff,dataset\jaffe\NA.SA3.207.tiff,NA,SA,sad,5
NA.SU1.208.tiff,dataset\jaffe\NA.SU1.208.tiff,NA,SU,surprise,6
NA.SU2.209.tiff,dataset\jaffe\NA.SU2.209.tiff,NA,SU,surprise,6
NA.SU3.210.tiff,dataset\jaffe\NA.SU3.210.tiff,NA,SU,surprise,6
NM.AN1.104.tiff,dataset\jaffe\NM.AN1.104.tiff,NM,AN,angry,0
NM.AN2.105.tiff,dataset\jaffe\NM.AN2.105.tiff,NM,AN,angry,0
NM.AN3.106.tiff,dataset\jaffe\NM.AN3.106.tiff,NM,AN,angry,0
NM.DI1.107.tiff,dataset\jaffe\NM.DI1.107.tiff,NM,DI,disgust,1
NM.DI3.109.tiff,dataset\jaffe\NM.DI3.109.tiff,NM,DI,disgust,1
NM.FE1.110.tiff,dataset\jaffe\NM.FE1.110.tiff,NM,FE,fear,2
NM.FE2.111.tiff,dataset\jaffe\NM.FE2.111.tiff,NM,FE,fear,2
NM.FE3.112.tiff,dataset\jaffe\NM.FE3.112.tiff,NM,FE,fear,2
NM.HA1.95.tiff,dataset\jaffe\NM.HA1.95.tiff,NM,HA,happy,3
NM.HA2.96.tiff,dataset\jaffe\NM.HA2.96.tiff,NM,HA,happy,3
NM.HA3.97.tiff,dataset\jaffe\NM.HA3.97.tiff,NM,HA,happy,3
NM.NE1.92.tiff,dataset\jaffe\NM.NE1.92.tiff,NM,NE,neutral,4
NM.NE2.93.tiff,dataset\jaffe\NM.NE2.93.tiff,NM,NE,neutral,4
NM.NE3.94.tiff,dataset\jaffe\NM.NE3.94.tiff,NM,NE,neutral,4
NM.SA1.98.tiff,dataset\jaffe\NM.SA1.98.tiff,NM,SA,sad,5
NM.SA2.99.tiff,dataset\jaffe\NM.SA2.99.tiff,NM,SA,sad,5
NM.SA3.100.tiff,dataset\jaffe\NM.SA3.100.tiff,NM,SA,sad,5
NM.SU1.101.tiff,dataset\jaffe\NM.SU1.101.tiff,NM,SU,surprise,6
NM.SU2.102.tiff,dataset\jaffe\NM.SU2.102.tiff,NM,SU,surprise,6
NM.SU3.103.tiff,dataset\jaffe\NM.SU3.103.tiff,NM,SU,surprise,6
TM.AN1.190.tiff,dataset\jaffe\TM.AN1.190.tiff,TM,AN,angry,0
TM.AN2.191.tiff,dataset\jaffe\TM.AN2.191.tiff,TM,AN,angry,0
TM.AN3.192.tiff,dataset\jaffe\TM.AN3.192.tiff,TM,AN,angry,0
TM.DI1.193.tiff,dataset\jaffe\TM.DI1.193.tiff,TM,DI,disgust,1
TM.DI2.194.tiff,dataset\jaffe\TM.DI2.194.tiff,TM,DI,disgust,1
TM.DI3.195.tiff,dataset\jaffe\TM.DI3.195.tiff,TM,DI,disgust,1
TM.FE1.196.tiff,dataset\jaffe\TM.FE1.196.tiff,TM,FE,fear,2
TM.FE2.197.tiff,dataset\jaffe\TM.FE2.197.tiff,TM,FE,fear,2
TM.FE3.198.tiff,dataset\jaffe\TM.FE3.198.tiff,TM,FE,fear,2
TM.HA1.180.tiff,dataset\jaffe\TM.HA1.180.tiff,TM,HA,happy,3
TM.HA2.181.tiff,dataset\jaffe\TM.HA2.181.tiff,TM,HA,happy,3
TM.HA3.182.tiff,dataset\jaffe\TM.HA3.182.tiff,TM,HA,happy,3
TM.NE1.177.tiff,dataset\jaffe\TM.NE1.177.tiff,TM,NE,neutral,4
TM.NE2.178.tiff,dataset\jaffe\TM.NE2.178.tiff,TM,NE,neutral,4
TM.NE3.179.tiff,dataset\jaffe\TM.NE3.179.tiff,TM,NE,neutral,4
TM.SA1.184.tiff,dataset\jaffe\TM.SA1.184.tiff,TM,SA,sad,5
TM.SA2.185.tiff,dataset\jaffe\TM.SA2.185.tiff,TM,SA,sad,5
TM.SA3.186.tiff,dataset\jaffe\TM.SA3.186.tiff,TM,SA,sad,5
TM.SU1.187.tiff,dataset\jaffe\TM.SU1.187.tiff,TM,SU,surprise,6
TM.SU2.188.tiff,dataset\jaffe\TM.SU2.188.tiff,TM,SU,surprise,6
TM.SU3.189.tiff,dataset\jaffe\TM.SU3.189.tiff,TM,SU,surprise,6
UY.AN1.146.tiff,dataset\jaffe\UY.AN1.146.tiff,UY,AN,angry,0
UY.AN2.147.tiff,dataset\jaffe\UY.AN2.147.tiff,UY,AN,angry,0
UY.AN3.148.tiff,dataset\jaffe\UY.AN3.148.tiff,UY,AN,angry,0
UY.DI1.149.tiff,dataset\jaffe\UY.DI1.149.tiff,UY,DI,disgust,1
UY.DI2.150.tiff,dataset\jaffe\UY.DI2.150.tiff,UY,DI,disgust,1
UY.DI3.151.tiff,dataset\jaffe\UY.DI3.151.tiff,UY,DI,disgust,1
UY.FE1.152.tiff,dataset\jaffe\UY.FE1.152.tiff,UY,FE,fear,2
UY.FE2.153.tiff,dataset\jaffe\UY.FE2.153.tiff,UY,FE,fear,2
UY.FE3.154.tiff,dataset\jaffe\UY.FE3.154.tiff,UY,FE,fear,2
UY.HA1.137.tiff,dataset\jaffe\UY.HA1.137.tiff,UY,HA,happy,3
UY.HA2.138.tiff,dataset\jaffe\UY.HA2.138.tiff,UY,HA,happy,3
UY.HA3.139.tiff,dataset\jaffe\UY.HA3.139.tiff,UY,HA,happy,3
UY.NE1.134.tiff,dataset\jaffe\UY.NE1.134.tiff,UY,NE,neutral,4
UY.NE2.135.tiff,dataset\jaffe\UY.NE2.135.tiff,UY,NE,neutral,4
UY.NE3.136.tiff,dataset\jaffe\UY.NE3.136.tiff,UY,NE,neutral,4
UY.SA1.140.tiff,dataset\jaffe\UY.SA1.140.tiff,UY,SA,sad,5
UY.SA2.141.tiff,dataset\jaffe\UY.SA2.141.tiff,UY,SA,sad,5
UY.SA3.142.tiff,dataset\jaffe\UY.SA3.142.tiff,UY,SA,sad,5
UY.SU1.143.tiff,dataset\jaffe\UY.SU1.143.tiff,UY,SU,surprise,6
UY.SU2.144.tiff,dataset\jaffe\UY.SU2.144.tiff,UY,SU,surprise,6
UY.SU3.145.tiff,dataset\jaffe\UY.SU3.145.tiff,UY,SU,surprise,6
YM.AN1.61.tiff,dataset\jaffe\YM.AN1.61.tiff,YM,AN,angry,0
YM.AN2.62.tiff,dataset\jaffe\YM.AN2.62.tiff,YM,AN,angry,0
YM.AN3.63.tiff,dataset\jaffe\YM.AN3.63.tiff,YM,AN,angry,0
YM.DI1.64.tiff,dataset\jaffe\YM.DI1.64.tiff,YM,DI,disgust,1
YM.DI2.65.tiff,dataset\jaffe\YM.DI2.65.tiff,YM,DI,disgust,1
YM.DI3.66.tiff,dataset\jaffe\YM.DI3.66.tiff,YM,DI,disgust,1
YM.FE1.67.tiff,dataset\jaffe\YM.FE1.67.tiff,YM,FE,fear,2
YM.FE2.68.tiff,dataset\jaffe\YM.FE2.68.tiff,YM,FE,fear,2
YM.FE3.69.tiff,dataset\jaffe\YM.FE3.69.tiff,YM,FE,fear,2
YM.FE4.70.tiff,dataset\jaffe\YM.FE4.70.tiff,YM,FE,fear,2
YM.HA1.52.tiff,dataset\jaffe\YM.HA1.52.tiff,YM,HA,happy,3
YM.HA2.53.tiff,dataset\jaffe\YM.HA2.53.tiff,YM,HA,happy,3
YM.HA3.54.tiff,dataset\jaffe\YM.HA3.54.tiff,YM,HA,happy,3
YM.NE1.49.tiff,dataset\jaffe\YM.NE1.49.tiff,YM,NE,neutral,4
YM.NE2.50.tiff,dataset\jaffe\YM.NE2.50.tiff,YM,NE,neutral,4
YM.NE3.51.tiff,dataset\jaffe\YM.NE3.51.tiff,YM,NE,neutral,4
YM.SA1.55.tiff,dataset\jaffe\YM.SA1.55.tiff,YM,SA,sad,5
YM.SA2.56.tiff,dataset\jaffe\YM.SA2.56.tiff,YM,SA,sad,5
YM.SA3.57.tiff,dataset\jaffe\YM.SA3.57.tiff,YM,SA,sad,5
YM.SU1.58.tiff,dataset\jaffe\YM.SU1.58.tiff,YM,SU,surprise,6
YM.SU2.59.tiff,dataset\jaffe\YM.SU2.59.tiff,YM,SU,surprise,6
YM.SU3.60.tiff,dataset\jaffe\YM.SU3.60.tiff,YM,SU,surprise,6
